needle_scale,extent,number_of_drops,number_of_hits,drops_per_hits,pi
0.7,1.0,10000,4436,2.254283137962128,3.1559963931469794
0.7,1.0,10000,4427,2.25886604924328,3.162412468940592
0.7,1.0,10000,4326,2.311604253351826,3.236245954692557
0.7,1.0,10000,4507,2.2187708009762592,3.1062791213667627
0.7,1.0,10000,4445,2.249718785151856,3.1496062992125986
0.7,1.0,10000,4389,2.27842333105491,3.189792663476874
0.7,1.0,10000,4453,2.2456770716370986,3.143947900291938
0.7,1.0,10000,4519,2.212878955521133,3.0980305377295863
0.7,1.0,10000,4452,2.2461814914645104,3.1446540880503147
0.7,1.0,10000,4431,2.256826901376664,3.1595576619273302
0.7,1.0,10000,4428,2.2583559168925023,3.1616982836495033
0.7,1.0,10000,4356,2.295684113865932,3.2139577594123048
0.7,1.0,10000,4489,2.2276676319893074,3.11873468478503
0.7,1.0,10000,4466,2.239140170174653,3.134796238244514
0.7,1.0,10000,4412,2.2665457842248413,3.173164097914778
0.7,1.0,10000,4420,2.262443438914027,3.167420814479638
0.7,1.0,10000,4393,2.276348736626451,3.1868882312770315
0.7,1.0,10000,4368,2.2893772893772892,3.2051282051282053
0.7,1.0,10000,4450,2.247191011235955,3.146067415730337
0.7,1.0,10000,4495,2.2246941045606228,3.114571746384872
0.7,1.0,10000,4519,2.212878955521133,3.0980305377295863
0.7,1.0,10000,4343,2.302555836979047,3.2235781717706655
0.7,1.0,10000,4396,2.2747952684258417,3.1847133757961785
0.7,1.0,10000,4498,2.223210315695865,3.112494441974211
0.7,1.0,10000,4512,2.2163120567375887,3.102836879432624
0.7,1.0,10000,4512,2.2163120567375887,3.102836879432624
0.7,1.0,10000,4448,2.2482014388489207,3.147482014388489
0.7,1.0,10000,4386,2.279981760145919,3.191974464204286
0.7,1.0,10000,4533,2.2060445621001543,3.088462386940216
0.7,1.0,10000,4466,2.239140170174653,3.134796238244514
0.7,1.0,10000,4460,2.242152466367713,3.1390134529147984
0.7,1.0,10000,4483,2.230649118893598,3.122908766451037
0.7,1.0,10000,4429,2.2578460149017836,3.1609844208624973
0.7,1.0,10000,4470,2.237136465324385,3.131991051454139
0.7,1.0,10000,4508,2.218278615794144,3.1055900621118013
0.7,1.0,10000,4413,2.2660321776569226,3.172445048719692
0.7,1.0,10000,4475,2.2346368715083798,3.1284916201117317
0.7,1.0,10000,4452,2.2461814914645104,3.1446540880503147
0.7,1.0,10000,4450,2.247191011235955,3.146067415730337
0.7,1.0,10000,4359,2.2941041523285155,3.211745813259922
0.7,1.0,10000,4522,2.21141088014153,3.0959752321981426
0.7,1.0,10000,4456,2.244165170556553,3.141831238779174
0.7,1.0,10000,4490,2.2271714922048997,3.11804008908686
0.7,1.0,10000,4456,2.244165170556553,3.141831238779174
0.7,1.0,10000,4499,2.222716159146477,3.111802622805068
0.7,1.0,10000,4434,2.2552999548940007,3.157419936851601
0.7,1.0,10000,4420,2.262443438914027,3.167420814479638
0.7,1.0,10000,4492,2.226179875333927,3.116651825467498
0.7,1.0,10000,4447,2.24870699347875,3.1481897908702496
0.7,1.0,10000,4369,2.288853284504463,3.2043945983062487
