needle_scale,extent,number_of_drops,number_of_hits,drops_per_hits,pi
0.9,1.0,10000,5699,1.754693805930865,3.158448850675557
0.9,1.0,10000,5639,1.7733640716439085,3.1920553289590354
0.9,1.0,10000,5725,1.7467248908296944,3.1441048034934496
0.9,1.0,10000,5684,1.7593244194229416,3.166783954961295
0.9,1.0,10000,5793,1.7262213015708614,3.1071983428275507
0.9,1.0,10000,5747,1.7400382808421786,3.132068905515921
0.9,1.0,10000,5764,1.7349063150589867,3.1228313671061763
0.9,1.0,10000,5570,1.7953321364452424,3.2315978456014363
0.9,1.0,10000,5675,1.7621145374449338,3.171806167400881
0.9,1.0,10000,5637,1.7739932588256164,3.1931878658861095
0.9,1.0,10000,5675,1.7621145374449338,3.171806167400881
0.9,1.0,10000,5738,1.7427675148135238,3.136981526664343
0.9,1.0,10000,5718,1.7488632388947185,3.147953830010493
0.9,1.0,10000,5706,1.752541184717841,3.1545741324921135
0.9,1.0,10000,5677,1.7614937466971992,3.1706887440549587
0.9,1.0,10000,5771,1.7328019407381736,3.1190434933287126
0.9,1.0,10000,5614,1.7812611328820804,3.206270039187745
0.9,1.0,10000,5682,1.7599436818021823,3.167898627243928
0.9,1.0,10000,5648,1.7705382436260624,3.186968838526912
0.9,1.0,10000,5696,1.7556179775280898,3.1601123595505616
0.9,1.0,10000,5792,1.7265193370165746,3.1077348066298343
0.9,1.0,10000,5695,1.7559262510974538,3.160667251975417
0.9,1.0,10000,5630,1.7761989342806395,3.197158081705151
0.9,1.0,10000,5587,1.7898693395382137,3.221764811168785
0.9,1.0,10000,5768,1.7337031900138695,3.1206657420249653
0.9,1.0,10000,5758,1.736714136853074,3.126085446335533
0.9,1.0,10000,5647,1.7708517797060386,3.1875332034708697
0.9,1.0,10000,5646,1.7711654268508679,3.1880977683315623
0.9,1.0,10000,5621,1.7790428749332858,3.2022771748799146
0.9,1.0,10000,5803,1.7232465965879717,3.101843873858349
0.9,1.0,10000,5739,1.7424638438752396,3.1364349189754313
0.9,1.0,10000,5677,1.7614937466971992,3.1706887440549587
0.9,1.0,10000,5734,1.7439832577607255,3.1391698639693058
0.9,1.0,10000,5712,1.7507002801120448,3.1512605042016806
0.9,1.0,10000,5713,1.7503938386136881,3.1507089095046386
0.9,1.0,10000,5776,1.7313019390581716,3.1163434903047094
