needle_scale,extent,number_of_drops,number_of_hits,drops_per_hits,pi
1.0,1.0,1000,623,1.6051364365971108,3.2102728731942216
0.5,1.0,1000,326,3.067484662576687,3.067484662576687
0.5,1.0,1000,327,3.058103975535168,3.058103975535168
0.5,1.0,1000,294,3.401360544217687,3.401360544217687
0.5,1.0,1000,317,3.1545741324921135,3.1545741324921135
0.5,1.0,1000,304,3.289473684210526,3.289473684210526
0.5,1.0,1000,309,3.236245954692557,3.236245954692557
0.5,1.0,1000,311,3.215434083601286,3.215434083601286
0.5,1.0,1000,310,3.225806451612903,3.225806451612903
0.5,1.0,1000,312,3.2051282051282053,3.2051282051282053
0.5,1.0,1000,350,2.857142857142857,2.857142857142857
0.5,1.0,1000,305,3.278688524590164,3.278688524590164
0.5,1.0,1000,317,3.1545741324921135,3.1545741324921135
0.5,1.0,1000,318,3.1446540880503147,3.1446540880503147
0.5,1.0,1000,367,2.7247956403269753,2.7247956403269753
0.5,1.0,1000,335,2.985074626865672,2.985074626865672
0.5,1.0,1000,327,3.058103975535168,3.058103975535168
0.5,1.0,1000,317,3.1545741324921135,3.1545741324921135
0.5,1.0,1000,333,3.003003003003003,3.003003003003003
0.5,1.0,1000,312,3.2051282051282053,3.2051282051282053
0.5,1.0,1000,315,3.1746031746031744,3.1746031746031744
0.5,1.0,1000,311,3.215434083601286,3.215434083601286
0.5,1.0,1000,272,3.676470588235294,3.676470588235294
0.5,1.0,1000,320,3.125,3.125
0.5,1.0,1000,329,3.0395136778115504,3.0395136778115504
0.5,1.0,1000,310,3.225806451612903,3.225806451612903
0.5,1.0,1000,319,3.134796238244514,3.134796238244514
0.5,1.0,1000,323,3.0959752321981426,3.0959752321981426
0.5,1.0,1000,314,3.1847133757961785,3.1847133757961785
0.5,1.0,1000,306,3.2679738562091503,3.2679738562091503
0.5,1.0,1000,322,3.1055900621118013,3.1055900621118013
0.5,1.0,1000,335,2.985074626865672,2.985074626865672
0.5,1.0,1000,317,3.1545741324921135,3.1545741324921135
0.5,1.0,1000,316,3.1645569620253164,3.1645569620253164
0.5,1.0,1000,321,3.115264797507788,3.115264797507788
0.5,1.0,1000,331,3.0211480362537766,3.0211480362537766
0.5,1.0,1000,294,3.401360544217687,3.401360544217687
0.5,1.0,1000,302,3.3112582781456954,3.3112582781456954
0.5,1.0,1000,324,3.0864197530864197,3.0864197530864197
0.5,1.0,1000,307,3.257328990228013,3.257328990228013
0.5,1.0,1000,305,3.278688524590164,3.278688524590164
0.5,1.0,1000,317,3.1545741324921135,3.1545741324921135
0.5,1.0,1000,308,3.2467532467532467,3.2467532467532467
0.5,1.0,1000,337,2.9673590504451037,2.9673590504451037
0.5,1.0,1000,310,3.225806451612903,3.225806451612903
0.5,1.0,1000,296,3.3783783783783785,3.3783783783783785
0.5,1.0,1000,315,3.1746031746031744,3.1746031746031744
0.5,1.0,1000,305,3.278688524590164,3.278688524590164
0.5,1.0,1000,328,3.048780487804878,3.048780487804878
0.5,1.0,1000,317,3.1545741324921135,3.1545741324921135
0.5,1.0,1000,310,3.225806451612903,3.225806451612903
0.5,1.0,1000,320,3.125,3.125
0.5,1.0,1000,299,3.3444816053511706,3.3444816053511706
0.5,1.0,1000,331,3.0211480362537766,3.0211480362537766
0.5,1.0,1000,304,3.289473684210526,3.289473684210526
0.5,1.0,1000,325,3.076923076923077,3.076923076923077
0.5,1.0,1000,300,3.3333333333333335,3.3333333333333335
0.5,1.0,1000,291,3.4364261168384878,3.4364261168384878
0.5,1.0,1000,324,3.0864197530864197,3.0864197530864197
0.5,1.0,1000,325,3.076923076923077,3.076923076923077
0.5,1.0,1000,301,3.3222591362126246,3.3222591362126246
0.5,1.0,1000,348,2.8735632183908044,2.8735632183908044
0.5,1.0,1000,299,3.3444816053511706,3.3444816053511706
0.5,1.0,1000,302,3.3112582781456954,3.3112582781456954
0.5,1.0,1000,305,3.278688524590164,3.278688524590164
0.5,1.0,1000,331,3.0211480362537766,3.0211480362537766
0.5,1.0,1000,311,3.215434083601286,3.215434083601286
0.5,1.0,1000,285,3.508771929824561,3.508771929824561
0.5,1.0,1000,303,3.3003300330033003,3.3003300330033003
0.5,1.0,1000,303,3.3003300330033003,3.3003300330033003
0.5,1.0,1000,312,3.2051282051282053,3.2051282051282053
0.5,1.0,1000,328,3.048780487804878,3.048780487804878
0.5,1.0,1000,317,3.1545741324921135,3.1545741324921135
0.5,1.0,1000,310,3.225806451612903,3.225806451612903
0.5,1.0,1000,316,3.1645569620253164,3.1645569620253164
0.5,1.0,1000,319,3.134796238244514,3.134796238244514
0.5,1.0,1000,319,3.134796238244514,3.134796238244514
0.5,1.0,1000,335,2.985074626865672,2.985074626865672
0.5,1.0,1000,338,2.9585798816568047,2.9585798816568047
