needle_scale,extent,number_of_drops,number_of_hits,drops_per_hits,pi
1.0,1.0,100,63,1.5873015873015872,3.1746031746031744
0.1,1.0,100,6,16.666666666666668,3.3333333333333335
0.1,1.0,100,9,11.11111111111111,2.2222222222222223
0.1,1.0,100,8,12.5,2.5
0.1,1.0,100,6,16.666666666666668,3.3333333333333335
0.1,1.0,100,6,16.666666666666668,3.3333333333333335
0.1,1.0,100,9,11.11111111111111,2.2222222222222223
0.1,1.0,100,8,12.5,2.5
0.1,1.0,100,9,11.11111111111111,2.2222222222222223
0.1,1.0,100,8,12.5,2.5
0.1,1.0,100,7,14.285714285714286,2.857142857142857
0.1,1.0,100,7,14.285714285714286,2.857142857142857
0.1,1.0,100,8,12.5,2.5
0.1,1.0,100,5,20.0,4.0
0.1,1.0,100,4,25.0,5.0
0.1,1.0,100,8,12.5,2.5
0.1,1.0,100,2,50.0,10.0
0.1,1.0,100,9,11.11111111111111,2.2222222222222223
0.1,1.0,100,12,8.333333333333334,1.6666666666666667
0.1,1.0,100,3,33.333333333333336,6.666666666666667
0.1,1.0,100,6,16.666666666666668,3.3333333333333335
0.1,1.0,100,9,11.11111111111111,2.2222222222222223
0.1,1.0,100,9,11.11111111111111,2.2222222222222223
0.1,1.0,100,4,25.0,5.0
0.1,1.0,100,5,20.0,4.0
0.1,1.0,100,5,20.0,4.0
0.1,1.0,100,7,14.285714285714286,2.857142857142857
0.1,1.0,100,6,16.666666666666668,3.3333333333333335
0.1,1.0,100,14,7.142857142857143,1.4285714285714286
0.1,1.0,100,9,11.11111111111111,2.2222222222222223
0.1,1.0,100,6,16.666666666666668,3.3333333333333335
0.1,1.0,100,3,33.333333333333336,6.666666666666667
0.1,1.0,100,7,14.285714285714286,2.857142857142857
0.1,1.0,100,5,20.0,4.0
0.1,1.0,100,8,12.5,2.5
0.1,1.0,100,9,11.11111111111111,2.2222222222222223
0.1,1.0,100,8,12.5,2.5
0.1,1.0,100,6,16.666666666666668,3.3333333333333335
0.1,1.0,100,9,11.11111111111111,2.2222222222222223
0.1,1.0,100,9,11.11111111111111,2.2222222222222223
0.1,1.0,100,5,20.0,4.0
0.1,1.0,100,4,25.0,5.0
0.1,1.0,100,10,10.0,2.0
0.1,1.0,100,3,33.333333333333336,6.666666666666667
0.1,1.0,100,5,20.0,4.0
0.1,1.0,100,3,33.333333333333336,6.666666666666667
0.1,1.0,100,6,16.666666666666668,3.3333333333333335
0.1,1.0,100,7,14.285714285714286,2.857142857142857
0.1,1.0,100,12,8.333333333333334,1.6666666666666667
0.1,1.0,100,5,20.0,4.0
0.1,1.0,100,8,12.5,2.5
0.1,1.0,100,10,10.0,2.0
0.1,1.0,100,5,20.0,4.0
0.1,1.0,100,7,14.285714285714286,2.857142857142857
0.1,1.0,100,4,25.0,5.0
0.1,1.0,100,4,25.0,5.0
0.1,1.0,100,5,20.0,4.0
0.1,1.0,100,6,16.666666666666668,3.3333333333333335
0.1,1.0,100,9,11.11111111111111,2.2222222222222223
0.1,1.0,100,9,11.11111111111111,2.2222222222222223
0.1,1.0,100,7,14.285714285714286,2.857142857142857
0.1,1.0,100,6,16.666666666666668,3.3333333333333335
0.1,1.0,100,6,16.666666666666668,3.3333333333333335
0.1,1.0,100,6,16.666666666666668,3.3333333333333335
0.1,1.0,100,6,16.666666666666668,3.3333333333333335
0.1,1.0,100,8,12.5,2.5
0.1,1.0,100,10,10.0,2.0
0.1,1.0,100,8,12.5,2.5
0.1,1.0,100,6,16.666666666666668,3.3333333333333335
0.1,1.0,100,7,14.285714285714286,2.857142857142857
0.1,1.0,100,9,11.11111111111111,2.2222222222222223
0.1,1.0,100,7,14.285714285714286,2.857142857142857
0.1,1.0,100,4,25.0,5.0
0.1,1.0,100,3,33.333333333333336,6.666666666666667
0.1,1.0,100,4,25.0,5.0
0.1,1.0,100,4,25.0,5.0
0.1,1.0,100,2,50.0,10.0
0.1,1.0,100,3,33.333333333333336,6.666666666666667
0.1,1.0,100,1,100.0,20.0
0.1,1.0,100,2,50.0,10.0
0.1,1.0,100,4,25.0,5.0
0.1,1.0,100,9,11.11111111111111,2.2222222222222223
0.1,1.0,100,5,20.0,4.0
0.1,1.0,100,10,10.0,2.0
0.1,1.0,100,12,8.333333333333334,1.6666666666666667
0.1,1.0,100,9,11.11111111111111,2.2222222222222223
0.1,1.0,100,4,25.0,5.0
0.1,1.0,100,2,50.0,10.0
0.1,1.0,100,8,12.5,2.5
0.1,1.0,100,7,14.285714285714286,2.857142857142857
0.1,1.0,100,5,20.0,4.0
0.1,1.0,100,6,16.666666666666668,3.3333333333333335
0.1,1.0,100,4,25.0,5.0
0.1,1.0,100,6,16.666666666666668,3.3333333333333335
0.1,1.0,100,7,14.285714285714286,2.857142857142857
0.1,1.0,100,4,25.0,5.0
0.1,1.0,100,10,10.0,2.0
0.1,1.0,100,2,50.0,10.0
0.1,1.0,100,6,16.666666666666668,3.3333333333333335
0.1,1.0,100,7,14.285714285714286,2.857142857142857
