needle_scale,extent,number_of_drops,number_of_hits,drops_per_hits,pi
1.0,1.0,1000,650,1.5384615384615385,3.076923076923077
1.0,1.0,1000,609,1.6420361247947455,3.284072249589491
1.0,1.0,1000,654,1.529051987767584,3.058103975535168
1.0,1.0,1000,652,1.5337423312883436,3.067484662576687
1.0,1.0,1000,626,1.597444089456869,3.194888178913738
1.0,1.0,1000,667,1.4992503748125936,2.998500749625187
1.0,1.0,1000,629,1.589825119236884,3.179650238473768
1.0,1.0,1000,650,1.5384615384615385,3.076923076923077
1.0,1.0,1000,630,1.5873015873015872,3.1746031746031744
1.0,1.0,1000,656,1.524390243902439,3.048780487804878
1.0,1.0,1000,627,1.594896331738437,3.189792663476874
1.0,1.0,1000,639,1.5649452269170578,3.1298904538341157
1.0,1.0,1000,634,1.5772870662460567,3.1545741324921135
1.0,1.0,1000,614,1.6286644951140066,3.257328990228013
1.0,1.0,1000,642,1.557632398753894,3.115264797507788
1.0,1.0,1000,613,1.6313213703099512,3.2626427406199023
1.0,1.0,1000,636,1.5723270440251573,3.1446540880503147
1.0,1.0,1000,664,1.5060240963855422,3.0120481927710845
1.0,1.0,1000,639,1.5649452269170578,3.1298904538341157
1.0,1.0,1000,625,1.6,3.2
1.0,1.0,1000,648,1.5432098765432098,3.0864197530864197
1.0,1.0,1000,658,1.5197568389057752,3.0395136778115504
1.0,1.0,1000,633,1.5797788309636651,3.1595576619273302
1.0,1.0,1000,615,1.6260162601626016,3.252032520325203
1.0,1.0,1000,618,1.6181229773462784,3.236245954692557
1.0,1.0,1000,639,1.5649452269170578,3.1298904538341157
1.0,1.0,1000,645,1.550387596899225,3.10077519379845
1.0,1.0,1000,645,1.550387596899225,3.10077519379845
1.0,1.0,1000,648,1.5432098765432098,3.0864197530864197
1.0,1.0,1000,655,1.5267175572519085,3.053435114503817
1.0,1.0,1000,633,1.5797788309636651,3.1595576619273302
1.0,1.0,1000,614,1.6286644951140066,3.257328990228013
1.0,1.0,1000,627,1.594896331738437,3.189792663476874
1.0,1.0,1000,617,1.6207455429497568,3.2414910858995136
1.0,1.0,1000,620,1.6129032258064515,3.225806451612903
1.0,1.0,1000,658,1.5197568389057752,3.0395136778115504
1.0,1.0,1000,633,1.5797788309636651,3.1595576619273302
1.0,1.0,1000,626,1.597444089456869,3.194888178913738
1.0,1.0,1000,627,1.594896331738437,3.189792663476874
1.0,1.0,1000,658,1.5197568389057752,3.0395136778115504
1.0,1.0,1000,657,1.5220700152207,3.0441400304414
1.0,1.0,1000,642,1.557632398753894,3.115264797507788
1.0,1.0,1000,646,1.5479876160990713,3.0959752321981426
1.0,1.0,1000,645,1.550387596899225,3.10077519379845
1.0,1.0,1000,644,1.5527950310559007,3.1055900621118013
1.0,1.0,1000,638,1.567398119122257,3.134796238244514
1.0,1.0,1000,611,1.6366612111292962,3.2733224222585924
1.0,1.0,1000,637,1.5698587127158556,3.1397174254317113
1.0,1.0,1000,643,1.5552099533437014,3.1104199066874028
1.0,1.0,1000,636,1.5723270440251573,3.1446540880503147
1.0,1.0,1000,623,1.6051364365971108,3.2102728731942216
1.0,1.0,1000,648,1.5432098765432098,3.0864197530864197
1.0,1.0,1000,641,1.5600624024960998,3.1201248049921997
1.0,1.0,1000,635,1.5748031496062993,3.1496062992125986
1.0,1.0,1000,620,1.6129032258064515,3.225806451612903
1.0,1.0,1000,632,1.5822784810126582,3.1645569620253164
1.0,1.0,1000,637,1.5698587127158556,3.1397174254317113
1.0,1.0,1000,605,1.6528925619834711,3.3057851239669422
1.0,1.0,1000,655,1.5267175572519085,3.053435114503817
1.0,1.0,1000,616,1.6233766233766234,3.2467532467532467
1.0,1.0,1000,632,1.5822784810126582,3.1645569620253164
1.0,1.0,1000,634,1.5772870662460567,3.1545741324921135
1.0,1.0,1000,623,1.6051364365971108,3.2102728731942216
1.0,1.0,1000,607,1.6474464579901154,3.2948929159802307
1.0,1.0,1000,655,1.5267175572519085,3.053435114503817
1.0,1.0,1000,627,1.594896331738437,3.189792663476874
1.0,1.0,1000,628,1.5923566878980893,3.1847133757961785
1.0,1.0,1000,663,1.5082956259426847,3.0165912518853695
